시장명,시장유형,소재지도로명주소,소재지지번주소,시장개설주기,위도,경도,점포수,대표품목,홈페이지주소,사용가능상품권,공중화장실보유여부,주차장보유여부,개설연도,전화번호,데이터기준일자,제공기관코드,제공기관명
경동광성상가시장,상설장,서울특별시 동대문구 고산자로38길 5,서울특별시 동대문구 제기동 1028,매일,37.5801094,127.0388992,88.0,"화신상회, 홍천상회, 호두야, 형제상회",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
경동시장,상설장,서울특별시 동대문구 고산자로36길 3,서울특별시 동대문구 제기동 1019,매일,37.57903713,127.0391477,682.0,"희태상회, 흥인정육센타, 화조식당, 홍주상회",,,Y,Y,1970.0,02-969-7218,2025-11-10,B553077,소상공인시장진흥공단
동서시장,상설장,서울특별시 동대문구 왕산로33길 13,서울특별시 동대문구 제기동 650,매일,37.57972118,127.0412198,52.0,"행복맛집, 행복과일, 토스트데이, 코리아나통닭",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
청량종합도매시장(깡통시장),상설장,서울특별시 동대문구 경동시장로30-7,서울특별시 동대문구 제기동 620-44,매일,37.58194677,127.0408474,45.0,"신성상회, 삐에로마켓, 동인재상회, 남일상회",,,Y,Y,1970.0,02-966-4978,2025-11-10,B553077,소상공인시장진흥공단
청량리종합시장,상설장,서울특별시 동대문구 홍릉로 1길 68-3,서울특별시 동대문구 제기동 647-11,매일,37.58015373,127.0410276,154.0,"횡성상회, 협신유통, 한촌상회, 한진상회",,,Y,Y,1970.0,02-962-7100,2025-11-10,B553077,소상공인시장진흥공단
청량리청과물시장,상설장,서울특별시 동대문구 왕산로33길 16,서울특별시 동대문구 제기동 635-12,매일,37.58021633,127.0424243,154.0,"화신상회, 화승청과, 화승청과, 화성상회",,,Y,Y,1970.0,070-7722-1650,2025-11-10,B553077,소상공인시장진흥공단
청량리농수산물시장,상설장,서울특별시 동대문구 경동시장로 22,서울특별시 동대문구 제기동 629-2,매일,37.58091962,127.0408808,123.0,"황산수산, 호성수산, 현대수산, 한홀상회",,,Y,Y,1970.0,02-963-3214,2025-11-10,B553077,소상공인시장진흥공단
청량리전통시장,상설장,서울특별시 동대문구 경동시장로2길 49-3,서울특별시 동대문구 청량리동 773,매일,37.58061231,127.043609,66.0,"황해도순대, 형제무역, 현대정육점, 해뜰날",,,Y,Y,1970.0,02-2295-4555,2025-11-10,B553077,소상공인시장진흥공단
회기시장,상설장,서울특별시 동대문구 회기로25길 11,서울특별시 동대문구 회기동 57-22,매일,37.59096898,127.0549831,65.0,"호식이두마리치킨회기점, 허허떡집, 텐동 토리텐, 알뜰야채과일",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
구미산업유통단지시장,상설장,경상북도 구미시 3공단1로 302-7,경상북도 구미시 임수동 92-9,매일,36.10987904,128.4026465,736.0,"풍원식당, 철이네뷔페식당, 생수식당, 다미정식당",,,Y,Y,1970.0,054-473-8089,2025-11-10,B553077,소상공인시장진흥공단
상도전통시장,상설장,서울특별시 동작구 상도로 37길 62,서울특별시 동작구 상도동 467-2,매일,37.49874579,126.9521073,73.0,"황새골손칼국수, 현대한우직판장, 함지박, 프라이밋",,,Y,Y,1970.0,02-824-3747,2025-11-10,B553077,소상공인시장진흥공단
성대시장,상설장,서울특별시 동작구 상도로102,서울특별시 동작구 상도동 320-21,매일,37.499747,126.9319148,47.0,"황가네 곱창볶음, 호성토종한우축산물, 통큰떡방, 전주식당",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
성대전통시장,상설장,서울특별시 동작구 국사봉1길 41,서울특별시 동작구 상도동 324-68,매일,37.4992128,126.9308577,104.0,"홍콩반점0410신대방삼거리점, 할매순대국(신대방삼거리), 한울전집, 한솔쌈밥시골보리밥",,,Y,Y,1970.0,02-822-4456,2025-11-10,B553077,소상공인시장진흥공단
공덕시장,상설장,서울특별시 마포구 만리재로 19,서울특별시 마포구 공덕동 256-10,매일,37.54478749,126.9532661,35.0,"흑산도횟집, 한방족발, 천년닭강정 마포공덕점, 장수족발",,,Y,Y,1970.0,02-719-5060,2025-11-10,B553077,소상공인시장진흥공단
마포시장,상설장,서울특별시 마포구 마포대로6길 26-1,서울특별시 마포구 공덕동 256-5,매일,37.54514325,126.9538313,100.0,"호남순대국, 태양정육점, 총각네, 장터생선구이",,,Y,Y,1970.0,02-719-5060,2025-11-10,B553077,소상공인시장진흥공단
망원동월드컵시장,상설장,서울특별시 마포구 망원로7길 31,서울특별시 마포구 망원동 424-7,매일,37.55873145,126.9050809,41.0,"흥부건어물, 형제떡방, 토종한우백화점, 켄터키숯불바베큐",,,Y,Y,1970.0,02-332-6656,2025-11-10,B553077,소상공인시장진흥공단
마포농수산물시장,상설장,서울특별시 마포구 월드컵로 235,서울특별시 마포구 성산동 533-1,매일,37.56519673,126.8984816,139.0,"희영청과, 호남수산, 호남수산, 호남건어물",,,Y,Y,1970.0,02-300-5072,2025-11-10,B553077,소상공인시장진흥공단
아현시장,상설장,서울특별시 마포구 굴레방로7길 8,서울특별시 마포구 아현동 327-40,매일,37.55640684,126.9550922,148.0,"힙떡, 홍진포차, 해륙상회, 한우리정육점",,,Y,Y,1970.0,02-364-3600,2025-11-10,B553077,소상공인시장진흥공단
안동구시장,상설장,경상북도 안동시 번영1길 55,경상북도 안동시 서부동 181-1,매일,36.56583641,128.7278869,269.0,"홍두깨칼국수 구시장점, 호박넝쿨, 현대찜닭, 평화찜닭",,,Y,Y,1970.0,054-858-9002,2025-11-10,B553077,소상공인시장진흥공단
연희사러가시장,상설장,서울특별시 서대문구 연희맛로 23,서울특별시 서대문구 연희동 131-1,매일,37.56714756,126.9296631,28.0,"진양건어, 동경닭강정, 한아름, 타임방",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
한아름시장,상설장,서울특별시 광진구 능동로13길 39,서울특별시 광진구 화양동 10-1,매일,37.54396524,127.0697607,32.0,호야초밥,,,Y,Y,1970.0,02-465-7965,2025-11-10,B553077,소상공인시장진흥공단
노룬산골목시장,상설장,서울특별시 광진구 뚝섬로25길 6,서울특별시 광진구 자양동 553-60,매일,37.53636333,127.065341,34.0,"행복한고기마을, 토속골한과와과자, 창민건어물백화점, 제일떡집",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
영동교골목시장,상설장,서울특별시 광진구 동일로10길 47,서울특별시 광진구 자양동 40-38,매일,37.53751723,127.0642105,57.0,"호원당떡집, 풍년방앗간, 큰소문난순대국, 조은야채",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
자양전통시장,상설장,서울특별시 광진구 뚝섬로47길 45-2,서울특별시 광진구 자양동 613-11,매일,37.53438165,127.0791991,126.0,"훈이떡집, 효성양만민물장어 직판장, 홍코너, 홍두깨장칼국수",,,Y,Y,1970.0,02-458-1624,2025-11-10,B553077,소상공인시장진흥공단
신성골목시장,상설장,서울특별시 광진구 영화사로 16,서울특별시 광진구 중곡동 79-12,매일,37.55776458,127.0890249,19.0,이브자리중곡점,,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
가리봉시장,상설장,서울특별시 구로구 우마3길 15,서울특별시 구로구 가리봉동 123-62,매일,37.48167439,126.8890749,65.0,"진진착유, 중앙정육점, 중앙상회, 옛날고기집",,,Y,Y,1970.0,02-830-4240,2025-11-10,B553077,소상공인시장진흥공단
고척근린시장,상설장,서울특별시 구로구 고척로 40길 19,서울특별시 구로구 고척동 269-1,매일,37.50195711,126.8511138,68.0,"황금청과, 황금어물전, 황금상회, 현대축산물도매센타",,,Y,Y,1970.0,02-2060-7504,2025-11-10,B553077,소상공인시장진흥공단
고척골목시장상점가,상설장,서울특별시 구로구 중앙로10길 8,서울특별시 구로구 고척동 51-10,매일,37.50336999,126.862737,69.0,"후암방아간, 황금손김밥, 호호왕만두, 한입이축산",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
구로시장,상설장,서울특별시 구로구 구로동로26길 41,서울특별시 구로구 구로동 730-52,상설시장,37.48963599,126.8856144,184.0,"홍운면식점, 혜미네야채, 형제상회, 한길축산",,,Y,Y,1970.0,02-855-8509,2025-11-10,B553077,소상공인시장진흥공단
별빛남문시장,상설장,서울특별시 금천구 시흥대로 144길 17,서울특별시 금천구 독산동 984-10,매일,37.47374661,126.9004255,114.0,"한아름건어물, 한국야쿠르트, 한결왕족발, 한가네낙원떡집",,,Y,Y,1970.0,02-868-9727,2025-11-10,B553077,소상공인시장진흥공단
비단길현대시장,상설장,서울특별시 금천구 독산로 27길 52,서울특별시 금천구 시흥동 848-31,매일,37.45772129,126.9048774,195.0,"황금족발, 홍두깨손칼국수, 홍가게, 호남수산",,,Y,Y,1970.0,02-802-7720,2025-11-10,B553077,소상공인시장진흥공단
대명여울빛거리시장,상설장,서울특별시 금천구 시흥대로 212,서울특별시 금천구 시흥동 889-13,매일,37.45277209,126.9016513,229.0,"해상공원, 한가네 숯불닭갈비, 하나농산, 풍천장어",,,Y,Y,1970.0,02-808-0811,2025-11-10,B553077,소상공인시장진흥공단
경산공설시장,5일장,경상북도 경산시 경안로31길 19,경상북도 경산시 서상동 10,5일+10일,35.82052133,128.735749,187.0,"흑산도홍어, 홍두깨칼국수(노점), 혜선식당, 현대농산",,,Y,Y,1970.0,053-816-9933,2025-11-10,B553077,소상공인시장진흥공단
신평전통시장,상설장,경상북도 구미시 칠성로6길 48,경상북도 구미시 신평동 150-4,매일,36.12315363,128.361175,65.0,"울진건어물, 영덕수산, 연이도반한삼겹살, 신평현주식당",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
신도봉시장,상설장,서울특별시 도봉구 도당로19길 68,서울특별시 도봉구 도봉동 610-15,매일,37.67001862,127.0397055,160.0,"후암떡집방앗간, 한우리축산, 한바다회, 한끼만두",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
방학동도깨비시장,상설장,서울특별시 도봉구 도당로13가길 17,서울특별시 도봉구 방학동 633-15,매일,37.6659383,127.0362011,88.0,"황씨청과일, 황금축산, 화진떡방, 홍두깨",,,Y,Y,1970.0,02-954-1225,2025-11-10,B553077,소상공인시장진흥공단
쌍문시장,상설장,서울특별시 도봉구 도봉로113길 20,서울특별시 도봉구 쌍문동 94-29,매일,37.6483701,127.0329744,68.0,"한양청과, 하나로축산, 파리바게트, 치킨마루(쌍문점)",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
백운시장,상설장,서울특별시 도봉구 삼양로154길 30,서울특별시 도봉구 쌍문동 495-80,매일,37.65549577,127.0148796,64.0,"황금, 형제떡방아간, 행복한떡집, 한우&제주도야지",,,Y,Y,1970.0,02-903-1588,2025-11-10,B553077,소상공인시장진흥공단
창동신창시장,상설장,서울특별시 도봉구 덕릉로 57길 17,서울특별시 도봉구 창동 578-47,매일,37.639431,127.0374459,76.0,"호떡, 형제정육점, 해밀, 하남 꿀 족발",,,Y,Y,1970.0,02-990-0400,2025-11-10,B553077,소상공인시장진흥공단
창동골목시장,상설장,서울특별시 도봉구 덕릉로58길 16,서울특별시 도봉구 창동 557-45,매일,37.63840333,127.0391448,59.0,"황제정육식당, 황제정육, 홍어명가, 홍두깨칼국수",,,Y,Y,1970.0,02-900-4900,2025-11-10,B553077,소상공인시장진흥공단
답십리시장,상설장,서울특별시 동대문구 답십리로51길 4-1,서울특별시 동대문구 답십리동 66-17,매일,37.57315455,127.0586943,79.0,"황금어장, 호식이두마리치킨 답십리점, 직화구이통삼겹, 주다냉면",,,Y,Y,1970.0,02-2216-9888,2025-11-10,B553077,소상공인시장진흥공단
구미새마을중앙시장,5일장,경상북도 구미시 구미중앙로9길 11,경상북도 구미시 원평동 117-20,1일+6일,36.13085045,128.3297934,96.0,"황금상회, 향토칼국수, 한우회축산물직판장, 통큰야채",,,Y,Y,1970.0,054-452-3611,2025-11-10,B553077,소상공인시장진흥공단
대원종합시장,상설장,서울특별시 강서구 화곡로21길 78(건물형),서울특별시 강서구 화곡동 1023,매일,37.54448531,126.8364885,30.0,"대원식자재마트, 대원방아간떡집",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
까치산시장,상설장,서울특별시 강서구 강서로 12길 14,서울특별시 강서구 화곡동 342-16,매일,37.53152613,126.8478644,138.0,"황금축산정육, 화순순대국, 홍주청과, 호호국화빵",,,Y,Y,1970.0,02-2606-4500,2025-11-10,B553077,소상공인시장진흥공단
남부화곡시장,상설장,서울특별시 강서구 등촌로5길 80,서울특별시 강서구 화곡동 830-1,매일,37.53307159,126.858949,20.0,"시골농부, 하브안경, 킴스남성커트, 남부시장약국",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
남부골목시장,상설장,서울특별시 강서구 등촌로5길 62-4,서울특별시 강서구 화곡동 801-9,매일,37.53318098,126.8600236,148.0,"화곡떡볶이, 홍콩반점0410목동남부시장점, 혜자네, 해림맛김",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
신월중앙시장,상설장,서울특별시 강서구 강서로 5나길 109,서울특별시 강서구 화곡동 929-1,매일,37.52796836,126.8419096,22.0,"홈웰빙치킨, 홈베이커리, 진로홈마트",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
화곡중앙시장,상설장,서울특별시 강서구 월정로 30길 66,서울특별시 강서구 화곡동 362-144,매일,37.53488481,126.8395077,59.0,"화곡방아간, 허당총각농산, 하림닭고기화곡점, 태환농산",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
문산자유시장,5일장,경기도 파주시 문산읍 문향로 57,경기도 파주시 문산읍 문산리 10-23,4일+9일,37.85673243,126.7839395,113.0,"현미네 과일·야채, 풍년상회, 파주인삼건강원, 텃밭",,,Y,Y,1970.0,031-952-3233,2025-11-10,B553077,소상공인시장진흥공단
봉일시장,상설장,서울특별시 관악구 은천로 28,서울특별시 관악구 봉천동 951-25,매일,37.48590008,126.9383891,27.0,"봉일토종한우전문점, 밀알 돌판 냉동삼겹살, (주)서우미트, 여시",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
인헌시장,상설장,서울특별시 관악구 남부순환로246나길 14,서울특별시 관악구 봉천동 1636-4,매일,37.47486452,126.9647731,54.0,"황금축산, 홍두깨손칼국수, 현대건어물, 행복과일",,,Y,Y,1970.0,02-877-2665,2025-11-10,B553077,소상공인시장진흥공단
봉천중앙시장,상설장,서울특별시 관악구 관악로 211,서울특별시 관악구 봉천동 32-2,매일,37.48419585,126.954344,24.0,"충남고추상회, 찰찰보리식빵 봉천중앙시장점, 중앙순대, 장흥집",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
적성전통시장,5일장,경기도 파주시 적성면 청송로 1023,경기도 파주시 적성면 마지리 46-8,5일+10일,37.95460991,126.9186679,82.0,"할매순대국, 파주축산한우마을, 파주연천축협한우마을, 통통김밥",,,Y,Y,1970.0,031-958-8662,2025-11-10,B553077,소상공인시장진흥공단
관악종합시장,상설장,서울특별시 관악구 신원로 23,서울특별시 관악구 신림동 1602-1,매일,37.4815694,126.9280588,54.0,"충북야채, 관악방앗간, 59떡갈비앤함박, 은약국",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
관악신사시장,상설장,서울특별시 관악구 관천로19길 89,서울특별시 관악구 신림동 494-34,매일,37.48678805,126.9170747,100.0,"회나라 무침나라, 형제야채과일, 한중식품, 하림닭판매장",,,Y,Y,1970.0,02-855-1994,2025-11-10,B553077,소상공인시장진흥공단
덕풍전통시장,5일장,경기도 하남시 수리북로 22,경기도 하남시 덕풍동 328-12,4일+9일,37.54154098,127.202916,140.0,"희노애락, 홍천국시 메밀부침, 홍어나라, 행운이네",,,Y,Y,1970.0,031-794-3753,2025-11-10,B553077,소상공인시장진흥공단
우림시장,상설장,서울특별시 관악구 난곡로 26길 19,서울특별시 관악구 신림동 638-50,매일,37.47042842,126.9210041,16.0,"호남식당, 우림식당, 부산식당, 돼지마을",,,Y,Y,1970.0,02-853-1866,2025-11-10,B553077,소상공인시장진흥공단
신림현대종합상가시장,상설장,서울특별시 관악구 신림로 29길 3-20,서울특별시 관악구 신림동 1694,매일,37.47462597,126.9338049,99.0,"윤지네과자점, 현대그린사우나",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
신원시장,상설장,서울특별시 관악구 신원로3길 20-3,서울특별시 관악구 신림동 1599-3,매일,37.48206454,126.9273799,118.0,"희망청과, 흥부네즉석어묵, 형제순대국, 형제상회",,,Y,Y,1970.0,02-854-5483,2025-11-10,B553077,소상공인시장진흥공단
원당종합시장,상설장,서울특별시 관악구 남부순환로248길 35,서울특별시 관악구 봉천동 1638-20,매일,37.47441435,126.9659151,17.0,새암유통(주)원마트,,,Y,Y,1970.0,02-888-0930,2025-11-10,B553077,소상공인시장진흥공단
신림중앙시장,상설장,서울특별시 관악구 조원로16길 27,서울특별시 관악구 신림동 541,매일,37.48314387,126.9114142,49.0,"청해건어물, 맛도담, 농우축산, 펭귄반찬",,,Y,Y,1970.0,02-853-7471,2025-11-10,B553077,소상공인시장진흥공단
사강시장,5일장,경기도 화성시 송산면 사강로 183-1,경기도 화성시 송산면 사강리 662-2,2일+7일,37.21330187,126.7360034,341.0,"희망회센터, 해담뜰, 함평천지수산, 할머니밥상",,,Y,Y,1970.0,031-357-6037,2025-11-10,B553077,소상공인시장진흥공단
노룬산시장(건물형),상설장,서울특별시 광진구 뚝섬로 491,서울특별시 광진구 자양동 44-2,매일,37.5364717,127.0648885,43.0,현미네한우마을,,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
조양시장(건물형),상설장,서울특별시 광진구 아차산로 30길 39,서울특별시 광진구 자양동 6-20,매일,37.53899664,127.0674931,21.0,"제주돈네, 온24㈜, 대흥양꼬치.대흥양다리바베큐건대점, ㈜조양마트",,,Y,Y,1970.0,02-463-5611,2025-11-10,B553077,소상공인시장진흥공단
능동로골목시장,상설장,서울특별시 광진구 뚝섬로 30길 23,서울특별시 광진구 자양동 553-219,매일,37.53517325,127.0666976,74.0,"훈이네야채, 한가득 청과, 청춘고기백화점, 청담동꿀꽈배기자양점",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
신성종합시장(건물형),상설장,서울특별시 광진구 용마산로 50,서울특별시 광진구 중곡동 79-7,매일,37.55808066,127.088052,22.0,"안심축산물전문점, 아맛나 싱싱청과",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
반여시장,상설장,부산광역시 해운대구 재반로226번길 48,부산광역시 해운대구 반여동 1291-2,매일,35.19770132,129.1334243,142.0,"함양쌀유통(반여점), 삼천포생선고기집, 돼지상회, 경주김치",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
반여2동상가시장,상설장,부산광역시 해운대구 해운대로61번길 95-83,부산광역시 해운대구 반여동 1291-1425,매일,35.19602122,129.129044,75.0,"황금농산, 케익하우스구페, 참새방앗간, 진수산",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
신안코아전통시장,상설장,경기도 안산시 상록구 석호로 315,경기도 안산시 상록구 본오동 871,매일,37.29374218,126.8659834,166.0,"지후 아이스크림, 은체리, 원충무김밥, 와그버거강정킹 본오점",,,Y,Y,1970.0,031-406-2105,2025-11-10,B553077,소상공인시장진흥공단
재송시장,상설장,부산광역시 해운대구 재송1로60번길 16,부산광역시 해운대구 재송동 1080-5,매일,35.18658147,129.1236715,68.0,"행복한장터, 창녕상회, 재송회센타, 재송과일",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
재송한마음시장,상설장,부산광역시 해운대구 재반로 81-20,부산광역시 해운대구 재송동 1089-18,매일,35.18607852,129.1246024,67.0,"통큰닭강정, 청송상회, 청송상회, 청담동 떡볶이",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
좌동재래시장,상설장,부산광역시 해운대구 좌동로91번길 20,부산광역시 해운대구 좌동 892,매일,35.17302767,129.1744727,93.0,"흑산도수산, 흑산도 전복, 혜인상회, 해운대31cm해물칼국수",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
박달시장,상설장,경기도 안양시 만안구 양화로 132-3,경기도 안양시 만안구 박달동 21-8,매일,37.40464613,126.9096092,127.0,"홍두깨손칼국수, 행복식품, 햇빛김밥, 해동정육점",,,Y,Y,1970.0,031-469-2660,2025-11-10,B553077,소상공인시장진흥공단
강남시장,상설장,서울특별시 강남구 압구정로 2길 46,서울특별시 강남구 신사동 510-11,매일,37.51876501,127.020678,72.0,"피자스쿨숭실대점, 피그닉, 진미곰탕, 장흥짐 신사점",,,Y,Y,1970.0,02-542-1754,2025-11-10,B553077,소상공인시장진흥공단
신사상가시장,상설장,서울특별시 강남구 압구정로29길 72-1,서울특별시 강남구 압구정동 454,매일,37.53228744,127.028409,84.0,"현대청과, 윤식당, 압구정 낙원떡집, 대운수산",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
청담삼익시장,상설장,서울특별시 강남구 학동로 101길 26,서울특별시 강남구 청담동 134-20,매일,37.52244687,127.0576251,177.0,"소풍가는날, 민속떡집, 럭키축산, (주)더블에이치씨<청담중앙마트>",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
길동복조리시장,상설장,서울특별시 강동구 천중로52길 37,서울특별시 강동구 길동 360-4,매일,37.53907794,127.1438005,163.0,"효성어묵, 회뜨는집, 홍주꽈배기, 홍이네",,,Y,Y,1970.0,070-4896-2544,2025-11-10,B553077,소상공인시장진흥공단
명일전통시장,상설장,서울특별시 강동구 양재대로138길 20,서울특별시 강동구 명일동 333-2,매일,37.54952811,127.1449523,50.0,"화진과일, 호남야채, 형제상회(명일), 푸짐한집",,,Y,Y,1970.0,02-475-7095,2025-11-10,B553077,소상공인시장진흥공단
양평물맑은시장,5일장,경기도 양평군 양평읍 양평장터길 15,경기도 양평군 양평읍 양근리 166-8,3일+8일,37.49093506,127.4925686,548.0,"화락바베큐치킨 양평점, 홍천 가보자순대국, 협동조합 맑은사람들, 할매보쌈족발",,,Y,Y,1970.0,031-771-2080,2025-11-10,B553077,소상공인시장진흥공단
성내전통시장,상설장,서울특별시 강동구 천호대로162길 61,서울특별시 강동구 성내동 144-12,매일,37.53416778,127.1278835,74.0,"혜성종합분식, 형제농산물할인마트, 행운축산, 하루네끼",,,Y,Y,1970.0,02-475-8272,2025-11-10,B553077,소상공인시장진흥공단
수유시장,상설장,서울특별시 강북구 도봉로67길 18,서울특별시 강북구 수유동 54-5,매일,37.63073125,127.0226688,66.0,"형규네, 합동상회, 촌놈떡갈비, 촌놈떡갈비",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
수유재래시장,상설장,서울특별시 강북구 도봉로71길 26,서울특별시 강북구 수유동 50-77,매일,37.63153319,127.0223292,106.0,"황금떡집, 활어회직판장, 화광정육점, 홍코너",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
수유프라자시장,상설장,서울특별시 강북구 도봉로 261,서울특별시 강북구 수유동 63,매일,37.63169515,127.0234508,65.0,"농협양곡, 호돌이방, 혜지귀금속, 해피샵",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
수유중앙시장,상설장,서울특별시 강북구 노해로17길 21,서울특별시 강북구 수유동 32-2,매일,37.64033603,127.0211761,39.0,"해동식당, 중앙떡방앗간, 수유중앙축산물백화점, 민순남상회",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
우이시장,상설장,서울특별시 강북구 노해로 23길 68,서울특별시 강북구 수유동 270-185,매일,37.64603946,127.020022,12.0,"예담떡집, 우이식자재마트, 우이마트",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
장미원골목시장,상설장,서울특별시 강북구 삼양로 469,서울특별시 강북구 수유동 319-5,매일,37.64512114,127.015478,98.0,"행복한식당, 한양정육점, 하나상회, 치킨42.195",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
등마루시장,상설장,서울특별시 강서구 화곡로68길 120,서울특별시 강서구 등촌동 637-10,매일,37.55666129,126.8602626,60.0,"시온교역, 브이아이피, 우리홈마트",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
방신전통시장,상설장,서울특별시 강서구 방화동로16길32,서울특별시 강서구 방화동 579-1,매일,37.5715067,126.812647,94.0,"황금축산, 황금과일, 허브양념치킨, 하늘소",,,Y,Y,1970.0,02-666-4080,2025-11-10,B553077,소상공인시장진흥공단
민락골목시장,상설장,부산광역시 수영구 광안해변로277번길 28-8,부산광역시 수영구 민락동 190-1,매일,35.15711176,129.1244534,76.0,"화원통닭, 홍아상회, 혜주상회, 향반갈치짜글이",,,Y,Y,1970.0,051-751-5264,2025-11-10,B553077,소상공인시장진흥공단
민락씨랜드시장,상설장,부산광역시 수영구 광안해변로 299,부산광역시 수영구 민락동 181-228,매일,35.15697591,129.1263963,54.0,"제주월정상회, 고니수산, 호일상회, 춘향이집",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
수영팔도시장,상설장,부산광역시 수영구 수영로725번길 36,부산광역시 수영구 수영동 305-3,매일,35.16877627,129.116898,133.0,"허씨야채, 한산어가, 푸짐한 정육점, 푸드킹 수영점",,,Y,Y,1970.0,051-751-8585,2025-11-10,B553077,소상공인시장진흥공단
거제시장,상설장,부산광역시 연제구 거제시장로14번길28,부산광역시 연제구 거제동 486-1,매일,35.18193157,129.0727929,74.0,"한양식당, 평화횟집, 태운상회, 칠성횟집",,,Y,Y,1970.0,051-852-6134,2025-11-10,B553077,소상공인시장진흥공단
영남종합시장,상설장,부산광역시 연제구 중앙대로 1031,부산광역시 연제구 연산동 1364-2,매일,35.18077628,129.077026,28.0,"삼미오리식당, 동강상회",,,Y,Y,1970.0,051-852-0049,2025-11-10,B553077,소상공인시장진흥공단
연미새시장,상설장,부산광역시 기장군 기장읍 배산로 22,부산광역시 기장군 기장읍 서부리 372,매일,35.25220927,129.2088393,28.0,"진이할매집, 영남상회, 연산농산, 연미수산",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
연일시장,상설장,부산광역시 연제구 고분로 24,부산광역시 연제구 연산동 636-28,매일,35.18557048,129.0848866,38.0,"주영과일, 제일식육, 연일생선1호, 신선횟집",,,Y,Y,1970.0,051-863-5550,2025-11-10,B553077,소상공인시장진흥공단
영도봉래시장,상설장,부산광역시 영도구 태종로105번길 36,부산광역시 영도구 봉래동3가 13-2,매일,35.09272066,129.0432785,126.0,"해동야채, 해동식당, 합천상회, 코너횟집",,,Y,Y,1970.0,051-413-3111,2025-11-10,B553077,소상공인시장진흥공단
남항시장,상설장,부산광역시 영도구 절영로 49번길 73-5,부산광역시 영도구 영선동2가 64-6,매일,35.08890779,129.0422624,235.0,"흰여울스시, 효원떡방, 화명생선, 홍복",,,Y,Y,1970.0,051-414-9500,2025-11-10,B553077,소상공인시장진흥공단
청학시장,상설장,부산광역시 영도구 태종로 316번길 1,부산광역시 영도구 청학동 297-1,매일,35.09660365,129.0603377,80.0,"호떡집, 풍성식당, 청학방앗간, 영호네가게",,,Y,Y,1970.0,051-415-1053,2025-11-10,B553077,소상공인시장진흥공단
남포동건어물도매시장,상설장,부산광역시 중구 용미길10번길 1,부산광역시 중구 남포동1가 62-1,매일,35.09683884,129.034719,122.0,"황금유통, 화진상회, 형제상회, 형제상회",,,Y,Y,1970.0,051-254-3311,2025-11-10,B553077,소상공인시장진흥공단
